date,nav_theo_usd_bt,nav_theo_usd_live,nav_ucits_eur_bt,nav_ucits_eur_live,bench_6040_usd,bench_allw_usd,bench_rpar_usd,bench_6040_eur,bench_allw_eur,bench_rpar_eur
2008-01-10,126.7023,,104.05543,,114.269803,,,93.845128,,
2008-01-11,126.8608,,104.366794,,113.912696,,,93.714551,,
2008-01-14,127.6593,,104.373201,,114.505977,,,93.619152,,
2008-01-15,126.9865,,104.283901,,113.153414,,,92.923889,,
2008-01-16,125.8254,,104.400216,,112.436991,,,93.291546,,
2008-01-17,125.4053,,104.119869,,110.961179,,,92.127394,,
2008-01-18,124.9265,,103.90613,,110.2672,,,91.713432,,
2008-01-22,125.1339,,103.989701,,109.66587,,,91.135344,,
2008-01-23,125.7543,,104.498127,,111.10894,,,92.328264,,
2008-01-24,125.5812,,103.469526,,111.562827,,,91.919434,,
2008-01-25,125.9927,,104.401509,,110.678181,,,91.711417,,
2008-01-28,126.7602,,104.252285,,111.853648,,,91.992584,,
2008-01-29,126.507,,104.081362,,112.052354,,,92.189061,,
2008-01-30,125.9921,,103.055855,,111.627428,,,91.306201,,
2008-01-31,126.76,,103.700708,,113.043179,,,92.479155,,
2008-02-01,127.4581,,104.707968,,114.085291,,,93.722086,,
2008-02-04,126.3591,,103.586736,,113.194738,,,92.794848,,
2008-02-05,125.2496,,103.960777,,111.512249,,,92.558379,,
2008-02-06,124.955,,103.827545,,110.943009,,,92.184709,,
2008-02-07,124.2228,,104.262419,,110.990537,,,93.156343,,
2008-02-08,125.0532,,104.761214,,110.782861,,,92.806477,,
2008-02-11,125.7506,,105.288132,,111.20916,,,93.112913,,
2008-02-12,125.3275,,104.476967,,111.817594,,,93.214682,,
2008-02-13,125.2588,,104.490631,,112.237865,,,93.628594,,
2008-02-14,124.2044,,103.130549,,111.49715,,,92.579347,,
2008-02-15,124.5285,,103.143935,,111.46052,,,92.320045,,
2008-02-19,124.7456,,102.990454,,111.435924,,,92.001933,,
2008-02-20,125.6207,,103.790474,,111.568296,,,92.180081,,
2008-02-21,125.7581,,103.209578,,111.374631,,,91.405075,,
2008-02-22,125.7449,,103.076971,,111.557972,,,91.447508,,
2008-02-25,125.667,,103.023534,,112.236558,,,92.013073,,
2008-02-26,126.2146,,102.473922,,112.961221,,,91.713473,,
2008-02-27,126.3258,,101.572467,,112.984817,,,90.845628,,
2008-02-28,127.343,,101.899713,,112.592699,,,90.09654,,
2008-02-29,127.2843,,101.936612,,111.257133,,,89.101132,,
2008-03-03,127.3501,,101.833005,,111.095555,,,88.835377,,
2008-03-04,126.2161,,100.841986,,110.649127,,,88.404552,,
2008-03-05,126.3866,,100.66067,,110.785281,,,88.234992,,
2008-03-06,125.7237,,99.378773,,109.351174,,,86.437048,,
2008-03-07,125.1963,,99.176621,,108.803161,,,86.190485,,
2008-03-10,125.4894,,99.431483,,108.177769,,,85.714618,,
2008-03-11,126.4504,,100.232127,,110.242512,,,87.384789,,
2008-03-12,127.3812,,99.586883,,110.076056,,,86.057685,,
2008-03-13,127.3635,,99.027284,,110.039016,,,85.557204,,
2008-03-14,127.5264,,98.936905,,109.197033,,,84.716706,,
2008-03-17,127.4508,,98.878254,,108.720756,,,,,
2008-03-18,128.4448,,99.94088,,111.33137,,,87.004671,,
2008-03-19,127.3935,,99.118439,,109.80976,,,85.811699,,
2008-03-20,127.5748,,100.533451,,111.178065,,,87.996051,,
2008-03-24,127.225,,100.28835,,112.185166,,,88.820219,,
2008-03-25,128.1719,,99.566042,,112.337979,,,87.648281,,
2008-03-26,127.904,,98.132678,,111.385736,,,85.833629,,
2008-03-27,127.2407,,98.039556,,111.190441,,,86.048066,,
2008-03-28,127.1705,,97.822409,,110.65643,,,85.492301,,
2008-03-31,127.3039,,98.026124,,110.82232,,,85.708863,,
2008-04-01,126.9251,,98.823572,,112.853811,,,88.252626,,
2008-04-02,127.708,,98.979888,,112.918287,,,87.900533,,
2008-04-03,127.9841,,99.203365,,113.083761,,,88.037765,,
2008-04-04,128.7147,,99.47791,,113.390424,,,88.018357,,
2008-04-07,128.6276,,99.535884,,113.417531,,,88.150357,,
2008-04-08,128.3125,,99.283834,,113.348113,,,88.089114,,
2008-04-09,129.1391,,99.167911,,113.052898,,,87.195382,,
2008-04-10,128.8276,,99.489269,,113.000018,,,87.648444,,
2008-04-11,128.3824,,98.611745,,111.789188,,,86.242499,,
2008-04-14,128.0718,,98.346451,,111.504983,,,85.999877,,
2008-04-15,127.5118,,98.183723,,111.427687,,,86.174865,,
2008-04-16,128.4571,,97.929115,,113.078727,,,86.583075,,
2008-04-17,128.2292,,97.995034,,113.160415,,,86.858044,,
2008-04-18,128.271,,98.638357,,113.995782,,,88.044961,,
2008-04-21,128.5652,,98.223409,,114.037971,,,87.506322,,
2008-04-22,128.6488,,97.803562,,113.795898,,,86.890824,,
2008-04-23,128.0823,,97.999819,,113.64694,,,87.335795,,
2008-04-24,127.017,,98.464417,,113.775924,,,88.586228,,
2008-04-25,127.1029,,99.093377,,114.364139,,,89.552437,,
2008-04-28,127.4069,,98.930056,,114.486275,,,89.286769,,
2008-04-29,126.9042,,99.07634,,114.287813,,,89.617383,,
2008-04-30,127.4167,,99.156162,,114.158887,,,89.228061,,
